,Phosphate rock,DAP,TSP,Urea ,Potassium chloride **,Aluminum,"Iron ore, cfr spot",Copper,Lead,Tin,Nickel,Zinc,Gold,Platinum,Silver
year,($/mt),($/mt),($/mt),($/mt),($/mt),($/mt),($/dmtu),($/mt),($/mt),($/mt),($/mt),($/mt),($/troy oz),($/troy oz),($/troy oz)
2021M07,125,613,555,441.5,633,2497.64,214.14,9450.82,2337.51,34020.18,18818.51,2947.52,1807.84,1086.48,25.677
2021M08,136.88,603.13,555,446.88,695,2602.99,162.16,9370.14,2414.47,35024,19141.3,2987.95,1785.28,1008.73,23.986
2021M09,147.5,643.75,573.75,418.75,736.25,2834.56,124.52,9324.71,2248.3,34887.3,19376.88,3036.02,1775.14,973.19,23.185
2021M10,147.5,672.9,618,695,782,2934.39,122.91,9829.22,2344.83,37722.92,19362.39,3359.91,1776.85,1017.1,23.413
2021M11,153.13,726.69,665,900.5,806.88,2636.45,96.24,9728.9,2329.98,39158.69,19932.86,3311.27,1821.76,1038.05,24.175
2021M12,176.67,745,686.67,890,807.5,2695.53,116.96,9551.18,2301.69,39422.52,20015.55,3399.21,1790.43,944.59,22.532
2022M01,173.13,699.38,674.38,846.38,785.63,3005.98,132.53,9782.34,2331.85,41791.7,22355.4,3599.14,1816.02,994.15,23.158
2022M02,172.5,747.13,680,744.17,791.88,3245.79,142.84,9943.17,2296.86,43983.35,24015.55,3620.04,1856.3,1049.4,23.542
2022M03,178.75,938.13,792.5,872.5,977.5,3498.37,152.07,10230.89,2344.84,43949.67,33924.18,3962.21,1947.83,1043.26,25.314
2022M04,249.5,954,856,925,1202,3244.41,151.25,10161.38,2380.41,42991.11,33132.74,4360.43,1936.86,965,24.545
2022M05,255,842.5,827.5,707.5,1170,2830.32,131.21,9377.15,2142.48,35769.39,28062.55,3751.48,1848.5,958.38,21.905
2022M06,287.5,783.75,730.13,690,1101.88,2563.44,130.74,9024.46,2066.38,31559.31,25658.63,3629.73,1836.57,956.59,21.556
2022M07,320,784,736,601,1013,2408.42,108.57,7544.81,1985.2,25395.77,21481.89,3105.36,1732.74,869.25,19.075
2022M08,320,749.38,703.75,591.25,888.75,2430.79,108.85,7981.84,2072.72,24647.48,22057.39,3587.57,1764.56,908.65,19.724
2022M09,320,752,708,678,731,2224.76,99.81,7746.01,1870.1,21124.04,22773.97,3124.97,1680.78,881.24,18.944
2022M10,317.5,725,675,636.25,622.5,2255.54,92.56,7651.08,1999.86,19391.17,22032.89,2967.21,1664.45,914.67,19.426
2022M11,300,665.63,625,588.75,563.13,2350.72,93.34,8049.86,2099.99,21249.5,25562.7,2938.92,1725.07,989.05,21.018
2022M12,300,625,584.38,519.38,513.75,2401.69,111.84,8375.4,2216.48,24172.37,28946.81,3129.48,1797.55,1010.95,23.326
2023M01,300,631,569.38,443.75,508.75,2501.82,122.23,9037.95,2201.26,28154.14,28194.61,3309.81,1897.71,1053.25,23.653
2023M02,322.5,612.5,547.5,357.5,496.88,2416.18,127.6,8936.59,2093.06,26862.9,26727.95,3133.84,1854.54,958.85,21.921
2023M03,345,606,537.5,313.5,453,2296.42,128.37,8856.31,2115.18,23999.96,23288.61,2967.46,1912.73,970.61,21.976
2023M04,345,637,550,313.38,407.5,2343.23,117.39,8809.42,2149.43,25793.75,23894.56,2767.56,1999.77,1050.74,25.01
2023M05,345,510,485.63,329.25,372.5,2268.6,105.15,8217.47,2083.6,25533.8,21970.39,2475.7,1992.13,1062.73,24.267
2023M06,344.5,454.55,390,287.5,328,2184.75,113.45,8396.52,2122.89,27216.68,21233.28,2375.45,1942.9,970.64,23.417
2023M07,342.5,458.75,392.25,334.63,341.25,2159.73,114.43,8476.68,2109.12,28743.14,21091.26,2404.65,1951.02,950.42,24.256
2023M08,346.25,528.75,450.63,385.63,353.13,2136.57,110.2,8349.13,2153.84,26074.87,20438.65,2406.72,1918.7,925,23.437
2023M09,347.5,527.9,461.5,380,352,2184.67,120.98,8276.71,2252.1,25573.93,19644.64,2495.5,1915.95,920.9,23.101
2023M10,347.5,534.75,468.13,411.38,341.88,2192.21,118.97,7937.18,2133.72,24536.07,18281.23,2448.56,1916.25,891.9,22.379
2023M11,…,535.63,462.63,385.5,331.88,2202.26,131.07,8189.59,2188.46,24167.86,17027.36,2543.61,1984.11,905.75,23.488
2023M12,152.5,563.75,447.5,354,311.88,2182.43,137.05,8399.94,2026.91,24600.26,16460.84,2502.39,2026.18,935.47,23.878
2024M01,152.5,596.25,450.63,335.38,296.25,2192.82,135.82,8338.88,2086.12,25099.84,16103.83,2515.42,2034.04,925.86,22.916
2024M02,152.5,583.81,454.38,351.25,289.38,2179.46,124.39,8304.95,2079.83,26104.1,16338.46,2360.09,2023.24,894.29,22.657
2024M03,152.5,617.5,449,330,300.5,2226.16,109.79,8689.13,2056.2,27450.46,17438.83,2461.04,2158.01,908.75,24.518
2024M04,152.5,545,442.5,320,305,2506.1,112.75,9464.43,2129.46,31774.5,18163.95,2732.74,2331.45,940.18,27.494
2024M05,152.5,522,434.9,284.8,307,2564.54,118.88,10139.33,2220.81,32977.51,19586.98,2959.13,2351.13,1014.68,29.36
2024M06,152.5,543,473.75,336.25,310,2497.61,107.45,9648.17,2147.1,32032.7,17498.01,2809.19,2326.44,985.08,29.577
2024M07,152.5,539.4,505.75,342.5,300.63,2349.13,106.85,9385.31,2106.94,31860.47,16334.88,2777.27,2398.2,978.8,29.773
2024M08,152.5,546,507.2,342.5,294,2343.67,99.91,8971.96,1994.63,31491.65,16292.12,2714.08,2470.15,945.36,28.53
2024M09,152.5,554.75,504.38,337.5,286.88,2449.92,92.83,9237.48,2000.31,31471.69,16076.74,2837.02,2570.55,966.7,30.131
2024M10,152.5,573.44,503.75,374.75,278.13,2595.58,101.39,9533.99,2034,32012.43,16765.8,3105.77,2690.08,998.91,32.416
2024M11,152.5,574.5,491,352.3,281,2582.19,100.5,9075.73,1987.53,29654.89,15723.06,3004.2,2651.13,965.53,31.094
2024M12,152.5,568.33,477.5,352,292.5,2541.02,102.21,8916.32,1990.43,28864.99,15444.89,3034.16,2648.01,937.88,30.764
2025M01,152.5,582.7,478,380.5,302,2573.4,99.58,8991.41,1921.36,29612.36,15394.14,2818.96,2709.69,949.23,30.411
2025M02,152.5,603.75,480.63,436.5,318.75,2657.6,105.08,9330.6,1956.55,31832.96,15288.09,2800.14,2894.73,978.25,32.152
